,period,possible_days,booking_days_lc,booking_days_all,occupancy_rate_lc,occupancy_rate_all
880,2022-05-30,1993.0,31.0,672.0,1.56,33.72
881,2022-05-31,1999.0,31.0,630.0,1.55,31.52
882,2022-06-01,2004.0,34.0,716.0,1.7,35.73
883,2022-06-02,2011.0,38.0,740.0,1.89,36.8
884,2022-06-03,2016.0,41.0,755.0,2.03,37.45
885,2022-06-04,2016.0,54.0,780.0,2.68,38.69
886,2022-06-05,2016.0,53.0,743.0,2.63,36.86
887,2022-06-06,2021.0,52.0,707.0,2.57,34.98
888,2022-06-07,2022.0,51.0,707.0,2.52,34.97
889,2022-06-08,2030.0,52.0,703.0,2.56,34.63
890,2022-06-09,2036.0,52.0,717.0,2.55,35.22
891,2022-06-10,2041.0,55.0,734.0,2.69,35.96
892,2022-06-11,2041.0,50.0,769.0,2.45,37.68
893,2022-06-12,2041.0,44.0,757.0,2.16,37.09
894,2022-06-13,2046.0,41.0,758.0,2.0,37.05
895,2022-06-14,2050.0,44.0,775.0,2.15,37.8
896,2022-06-15,2053.0,44.0,789.0,2.14,38.43
897,2022-06-16,2058.0,44.0,812.0,2.14,39.46
898,2022-06-17,2058.0,46.0,813.0,2.24,39.5
899,2022-06-18,2058.0,72.0,861.0,3.5,41.84
900,2022-06-19,2058.0,74.0,851.0,3.6,41.35
901,2022-06-20,2063.0,77.0,837.0,3.73,40.57
902,2022-06-21,2071.0,77.0,835.0,3.72,40.32
903,2022-06-22,2073.0,80.0,846.0,3.86,40.81
904,2022-06-23,2075.0,79.0,854.0,3.81,41.16
905,2022-06-24,2079.0,75.0,826.0,3.61,39.73
906,2022-06-25,2079.0,80.0,896.0,3.85,43.1
907,2022-06-26,2079.0,80.0,889.0,3.85,42.76
908,2022-06-27,2081.0,77.0,895.0,3.7,43.01
909,2022-06-28,2086.0,77.0,892.0,3.69,42.76
910,2022-06-29,2090.0,78.0,900.0,3.73,43.06
911,2022-06-30,2094.0,79.0,860.0,3.77,41.07
912,2022-07-01,2095.0,79.0,928.0,3.77,44.3
913,2022-07-02,2095.0,116.0,1059.0,5.54,50.55
914,2022-07-03,2095.0,117.0,1064.0,5.58,50.79
915,2022-07-04,2101.0,119.0,1058.0,5.66,50.36
916,2022-07-05,2102.0,122.0,1061.0,5.8,50.48
917,2022-07-06,2175.0,125.0,1075.0,5.75,49.43
918,2022-07-07,2181.0,128.0,1088.0,5.87,49.89
919,2022-07-08,2184.0,127.0,1089.0,5.82,49.86
920,2022-07-09,2184.0,154.0,1196.0,7.05,54.76
921,2022-07-10,2184.0,155.0,1209.0,7.1,55.36
922,2022-07-11,2189.0,158.0,1228.0,7.22,56.1
923,2022-07-12,2194.0,157.0,1226.0,7.16,55.88
924,2022-07-13,2197.0,156.0,1239.0,7.1,56.4
925,2022-07-14,2198.0,156.0,1242.0,7.1,56.51
926,2022-07-15,2200.0,157.0,1221.0,7.14,55.5
927,2022-07-16,2200.0,183.0,1273.0,8.32,57.86
928,2022-07-17,2200.0,186.0,1282.0,8.45,58.27
929,2022-07-18,2202.0,189.0,1282.0,8.58,58.22
930,2022-07-19,2204.0,187.0,1281.0,8.48,58.12
931,2022-07-20,2209.0,188.0,1283.0,8.51,58.08
932,2022-07-21,2210.0,190.0,1303.0,8.6,58.96
933,2022-07-22,2210.0,192.0,1278.0,8.69,57.83
934,2022-07-23,2210.0,207.0,1350.0,9.37,61.09
935,2022-07-24,2210.0,202.0,1353.0,9.14,61.22
936,2022-07-25,2211.0,202.0,1350.0,9.14,61.06
937,2022-07-26,2212.0,203.0,1349.0,9.18,60.99
938,2022-07-27,2212.0,203.0,1350.0,9.18,61.03
939,2022-07-28,2212.0,202.0,1350.0,9.13,61.03
940,2022-07-29,2214.0,203.0,1319.0,9.17,59.58
941,2022-07-30,2214.0,205.0,1350.0,9.26,60.98
942,2022-07-31,2214.0,208.0,1329.0,9.39,60.03
943,2022-08-01,2214.0,213.0,1407.0,9.62,63.55
944,2022-08-02,2214.0,214.0,1414.0,9.67,63.87
945,2022-08-03,2214.0,214.0,1417.0,9.67,64.0
946,2022-08-04,2215.0,216.0,1425.0,9.75,64.33
947,2022-08-05,2216.0,212.0,1391.0,9.57,62.77
948,2022-08-06,2216.0,227.0,1436.0,10.24,64.8
949,2022-08-07,2216.0,231.0,1445.0,10.42,65.21
950,2022-08-08,2218.0,236.0,1462.0,10.64,65.92
951,2022-08-09,2218.0,234.0,1461.0,10.55,65.87
952,2022-08-10,2222.0,238.0,1455.0,10.71,65.48
953,2022-08-11,2222.0,235.0,1454.0,10.58,65.44
954,2022-08-12,2222.0,232.0,1421.0,10.44,63.95
955,2022-08-13,2222.0,228.0,1400.0,10.26,63.01
956,2022-08-14,2222.0,233.0,1399.0,10.49,62.96
957,2022-08-15,2222.0,235.0,1386.0,10.58,62.38
958,2022-08-16,2222.0,232.0,1385.0,10.44,62.33
959,2022-08-17,2224.0,231.0,1382.0,10.39,62.14
960,2022-08-18,2225.0,230.0,1380.0,10.34,62.02
961,2022-08-19,2227.0,232.0,1358.0,10.42,60.98
962,2022-08-20,2227.0,168.0,1225.0,7.54,55.01
963,2022-08-21,2227.0,163.0,1202.0,7.32,53.97
964,2022-08-22,2230.0,162.0,1197.0,7.26,53.68
965,2022-08-23,2231.0,163.0,1191.0,7.31,53.38
966,2022-08-24,2232.0,164.0,1185.0,7.35,53.09
967,2022-08-25,2232.0,164.0,1173.0,7.35,52.55
968,2022-08-26,2236.0,165.0,1151.0,7.38,51.48
969,2022-08-27,2236.0,93.0,903.0,4.16,40.38
970,2022-08-28,2236.0,83.0,862.0,3.71,38.55
971,2022-08-29,2238.0,76.0,850.0,3.4,37.98
972,2022-08-30,2242.0,72.0,822.0,3.21,36.66
973,2022-08-31,2245.0,65.0,732.0,2.9,32.61
974,2022-09-01,2252.0,63.0,768.0,2.8,34.1
975,2022-09-02,2254.0,62.0,761.0,2.75,33.76
976,2022-09-03,2254.0,45.0,693.0,2.0,30.75
977,2022-09-04,2254.0,43.0,649.0,1.91,28.79
978,2022-09-05,2255.0,42.0,626.0,1.86,27.76
979,2022-09-06,2257.0,42.0,622.0,1.86,27.56
980,2022-09-07,2258.0,43.0,625.0,1.9,27.68
981,2022-09-08,2259.0,47.0,648.0,2.08,28.69
982,2022-09-09,2261.0,51.0,651.0,2.26,28.79
983,2022-09-10,2261.0,44.0,653.0,1.95,28.88
984,2022-09-11,2261.0,38.0,618.0,1.68,27.33
985,2022-09-12,2267.0,34.0,604.0,1.5,26.64
986,2022-09-13,2269.0,35.0,600.0,1.54,26.44
987,2022-09-14,2274.0,37.0,622.0,1.63,27.35
988,2022-09-15,2278.0,40.0,635.0,1.76,27.88
989,2022-09-16,2285.0,41.0,634.0,1.79,27.75
990,2022-09-17,2285.0,31.0,617.0,1.36,27.0
991,2022-09-18,2285.0,27.0,602.0,1.18,26.35
992,2022-09-19,2289.0,28.0,595.0,1.22,25.99
993,2022-09-20,2291.0,26.0,597.0,1.13,26.06
994,2022-09-21,2296.0,25.0,589.0,1.09,25.65
995,2022-09-22,2300.0,26.0,616.0,1.13,26.78
996,2022-09-23,2301.0,26.0,608.0,1.13,26.42
997,2022-09-24,2301.0,19.0,587.0,0.83,25.51
998,2022-09-25,2301.0,17.0,556.0,0.74,24.16
999,2022-09-26,2303.0,16.0,561.0,0.69,24.36
1000,2022-09-27,2308.0,15.0,554.0,0.65,24.0
1001,2022-09-28,2309.0,15.0,562.0,0.65,24.34
1002,2022-09-29,2309.0,14.0,556.0,0.61,24.08
1003,2022-09-30,2311.0,17.0,495.0,0.74,21.42
1004,2022-10-01,2311.0,16.0,517.0,0.69,22.37
1005,2022-10-02,2311.0,18.0,496.0,0.78,21.46
1006,2022-10-03,2313.0,25.0,505.0,1.08,21.83
1007,2022-10-04,2319.0,25.0,504.0,1.08,21.73
1008,2022-10-05,2321.0,23.0,508.0,0.99,21.89
1009,2022-10-06,2326.0,24.0,513.0,1.03,22.06
1010,2022-10-07,2332.0,25.0,510.0,1.07,21.87
1011,2022-10-08,2332.0,23.0,501.0,0.99,21.48
1012,2022-10-09,2332.0,17.0,479.0,0.73,20.54
1013,2022-10-10,2339.0,13.0,471.0,0.56,20.14
1014,2022-10-11,2343.0,11.0,468.0,0.47,19.97
1015,2022-10-12,2347.0,10.0,459.0,0.43,19.56
1016,2022-10-13,2357.0,11.0,467.0,0.47,19.81
1017,2022-10-14,2359.0,12.0,461.0,0.51,19.54
1018,2022-10-15,2359.0,14.0,476.0,0.59,20.18
1019,2022-10-16,2359.0,16.0,474.0,0.68,20.09
1020,2022-10-17,2375.0,15.0,478.0,0.63,20.13
1021,2022-10-18,2380.0,14.0,471.0,0.59,19.79
1022,2022-10-19,2385.0,15.0,483.0,0.63,20.25
1023,2022-10-20,2387.0,16.0,500.0,0.67,20.95
1024,2022-10-21,2388.0,14.0,512.0,0.59,21.44
1025,2022-10-22,2388.0,26.0,536.0,1.09,22.45
1026,2022-10-23,2388.0,29.0,529.0,1.21,22.15
1027,2022-10-24,2394.0,31.0,514.0,1.29,21.47
1028,2022-10-25,2401.0,31.0,519.0,1.29,21.62
1029,2022-10-26,2404.0,30.0,520.0,1.25,21.63
1030,2022-10-27,2407.0,30.0,522.0,1.25,21.69
1031,2022-10-28,2412.0,28.0,517.0,1.16,21.43
1032,2022-10-29,2412.0,15.0,482.0,0.62,19.98
1033,2022-10-30,2412.0,13.0,471.0,0.54,19.53
1034,2022-10-31,2414.0,13.0,451.0,0.54,18.68
1035,2022-11-01,2414.0,12.0,494.0,0.5,20.46
1036,2022-11-02,2416.0,12.0,503.0,0.5,20.82
1037,2022-11-03,2423.0,12.0,512.0,0.5,21.13
1038,2022-11-04,2427.0,12.0,504.0,0.49,20.77
1039,2022-11-05,2427.0,9.0,484.0,0.37,19.94
1040,2022-11-06,2427.0,5.0,465.0,0.21,19.16
1041,2022-11-07,2429.0,4.0,470.0,0.16,19.35
1042,2022-11-08,2432.0,4.0,476.0,0.16,19.57
1043,2022-11-09,2435.0,5.0,481.0,0.21,19.75
1044,2022-11-10,2435.0,6.0,499.0,0.25,20.49
1045,2022-11-11,2435.0,6.0,507.0,0.25,20.82
1046,2022-11-12,2435.0,6.0,499.0,0.25,20.49
1047,2022-11-13,2435.0,5.0,492.0,0.21,20.21
1048,2022-11-14,2441.0,5.0,482.0,0.2,19.75
1049,2022-11-15,2443.0,6.0,476.0,0.25,19.48
1050,2022-11-16,2448.0,5.0,474.0,0.2,19.36
1051,2022-11-17,2450.0,4.0,477.0,0.16,19.47
1052,2022-11-18,2451.0,4.0,482.0,0.16,19.67
1053,2022-11-19,2451.0,8.0,509.0,0.33,20.77
1054,2022-11-20,2451.0,9.0,516.0,0.37,21.05
1055,2022-11-21,2454.0,10.0,521.0,0.41,21.23
1056,2022-11-22,2458.0,10.0,521.0,0.41,21.2
1057,2022-11-23,2462.0,10.0,530.0,0.41,21.53
1058,2022-11-24,2464.0,10.0,535.0,0.41,21.71
1059,2022-11-25,2465.0,8.0,523.0,0.32,21.22
1060,2022-11-26,2465.0,6.0,493.0,0.24,20.0
1061,2022-11-27,2465.0,5.0,465.0,0.2,18.86
1062,2022-11-28,2467.0,5.0,464.0,0.2,18.81
1063,2022-11-29,2468.0,5.0,459.0,0.2,18.6
1064,2022-11-30,2468.0,5.0,459.0,0.2,18.6
1065,2022-12-01,2472.0,5.0,515.0,0.2,20.83
1066,2022-12-02,2473.0,5.0,520.0,0.2,21.03
1067,2022-12-03,2473.0,5.0,537.0,0.2,21.71
1068,2022-12-04,2473.0,4.0,537.0,0.16,21.71
1069,2022-12-05,2477.0,4.0,533.0,0.16,21.52
1070,2022-12-06,2478.0,5.0,533.0,0.2,21.51
1071,2022-12-07,2483.0,6.0,535.0,0.24,21.55
1072,2022-12-08,2485.0,8.0,542.0,0.32,21.81
1073,2022-12-09,2487.0,8.0,558.0,0.32,22.44
1074,2022-12-10,2487.0,10.0,572.0,0.4,23.0
1075,2022-12-11,2487.0,10.0,587.0,0.4,23.6
1076,2022-12-12,2489.0,8.0,597.0,0.32,23.99
1077,2022-12-13,2490.0,8.0,601.0,0.32,24.14
1078,2022-12-14,2492.0,8.0,614.0,0.32,24.64
1079,2022-12-15,2496.0,8.0,623.0,0.32,24.96
1080,2022-12-16,2498.0,9.0,641.0,0.36,25.66
1081,2022-12-17,2498.0,36.0,715.0,1.44,28.62
1082,2022-12-18,2498.0,36.0,737.0,1.44,29.5
1083,2022-12-19,2504.0,49.0,800.0,1.96,31.95
1084,2022-12-20,2505.0,51.0,816.0,2.04,32.57
1085,2022-12-21,2507.0,52.0,828.0,2.07,33.03
1086,2022-12-22,2507.0,54.0,848.0,2.15,33.83
1087,2022-12-23,2511.0,61.0,869.0,2.43,34.61
1088,2022-12-24,2511.0,75.0,910.0,2.99,36.24
1089,2022-12-25,2511.0,76.0,926.0,3.03,36.88
1090,2022-12-26,2513.0,86.0,1011.0,3.42,40.23
1091,2022-12-27,2515.0,87.0,1031.0,3.46,40.99
1092,2022-12-28,2517.0,88.0,1039.0,3.5,41.28
1093,2022-12-29,2519.0,89.0,1041.0,3.53,41.33
1094,2022-12-30,2522.0,87.0,1049.0,3.45,41.59
1095,2022-12-31,2522.0,90.0,920.0,3.57,36.48
1096,2023-01-01,2522.0,87.0,1020.0,3.45,40.44
1097,2023-01-02,2524.0,70.0,924.0,2.77,36.61
1098,2023-01-03,2526.0,65.0,898.0,2.57,35.55
1099,2023-01-04,2529.0,65.0,889.0,2.57,35.15
1100,2023-01-05,2532.0,65.0,892.0,2.57,35.23
1101,2023-01-06,2672.0,63.0,882.0,2.36,33.01
1102,2023-01-07,2672.0,42.0,866.0,1.57,32.41
1103,2023-01-08,2674.0,39.0,827.0,1.46,30.93
1104,2023-01-09,2674.0,31.0,790.0,1.16,29.54
1105,2023-01-10,2682.0,31.0,778.0,1.16,29.01
1106,2023-01-11,2682.0,32.0,780.0,1.19,29.08
1107,2023-01-12,2686.0,32.0,789.0,1.19,29.37
1108,2023-01-13,2689.0,34.0,798.0,1.26,29.68
1109,2023-01-14,2689.0,39.0,788.0,1.45,29.3
1110,2023-01-15,2689.0,39.0,779.0,1.45,28.97
1111,2023-01-16,2695.0,38.0,780.0,1.41,28.94
1112,2023-01-17,2696.0,39.0,781.0,1.45,28.97
1113,2023-01-18,2697.0,39.0,780.0,1.45,28.92
1114,2023-01-19,2699.0,40.0,794.0,1.48,29.42
1115,2023-01-20,2704.0,40.0,799.0,1.48,29.55
1116,2023-01-21,2704.0,37.0,804.0,1.37,29.73
1117,2023-01-22,2704.0,38.0,790.0,1.41,29.22
1118,2023-01-23,2709.0,38.0,803.0,1.4,29.64
1119,2023-01-24,2711.0,39.0,808.0,1.44,29.8
1120,2023-01-25,2714.0,39.0,813.0,1.44,29.96
1121,2023-01-26,2719.0,42.0,816.0,1.54,30.01
1122,2023-01-27,2722.0,41.0,816.0,1.51,29.98
1123,2023-01-28,2722.0,43.0,811.0,1.58,29.79
1124,2023-01-29,2722.0,41.0,791.0,1.51,29.06
1125,2023-01-30,2723.0,42.0,791.0,1.54,29.05
1126,2023-01-31,2731.0,38.0,778.0,1.39,28.49
1127,2023-02-01,2738.0,39.0,794.0,1.42,29.0
1128,2023-02-02,2741.0,38.0,798.0,1.39,29.11
1129,2023-02-03,2742.0,39.0,809.0,1.42,29.5
1130,2023-02-04,2742.0,24.0,801.0,0.88,29.21
1131,2023-02-05,2742.0,20.0,768.0,0.73,28.01
1132,2023-02-06,2743.0,20.0,766.0,0.73,27.93
1133,2023-02-07,2747.0,19.0,778.0,0.69,28.32
1134,2023-02-08,2750.0,19.0,780.0,0.69,28.36
1135,2023-02-09,2756.0,20.0,792.0,0.73,28.74
1136,2023-02-10,2762.0,22.0,812.0,0.8,29.4
1137,2023-02-11,2762.0,69.0,896.0,2.5,32.44
1138,2023-02-12,2762.0,71.0,930.0,2.57,33.67
1139,2023-02-13,2765.0,71.0,939.0,2.57,33.96
1140,2023-02-14,2772.0,72.0,940.0,2.6,33.91
1141,2023-02-15,2774.0,72.0,943.0,2.6,33.99
1142,2023-02-16,2778.0,70.0,958.0,2.52,34.49
1143,2023-02-17,2779.0,71.0,964.0,2.55,34.69
1144,2023-02-18,2779.0,73.0,959.0,2.63,34.51
1145,2023-02-19,2779.0,77.0,949.0,2.77,34.15
1146,2023-02-20,2782.0,78.0,950.0,2.8,34.15
1147,2023-02-21,2789.0,78.0,949.0,2.8,34.03
1148,2023-02-22,2798.0,79.0,948.0,2.82,33.88
1149,2023-02-23,2802.0,79.0,957.0,2.82,34.15
1150,2023-02-24,2806.0,78.0,958.0,2.78,34.14
1151,2023-02-25,2806.0,59.0,928.0,2.1,33.07
1152,2023-02-26,2806.0,59.0,909.0,2.1,32.39
1153,2023-02-27,2811.0,60.0,905.0,2.13,32.19
1154,2023-02-28,2814.0,60.0,891.0,2.13,31.66
1155,2023-03-01,2818.0,61.0,906.0,2.16,32.15
1156,2023-03-02,2821.0,59.0,913.0,2.09,32.36
1157,2023-03-03,2826.0,59.0,910.0,2.09,32.2
1158,2023-03-04,2826.0,52.0,892.0,1.84,31.56
1159,2023-03-05,2826.0,52.0,884.0,1.84,31.28
1160,2023-03-06,2827.0,51.0,887.0,1.8,31.38
1161,2023-03-07,2830.0,52.0,898.0,1.84,31.73
1162,2023-03-08,2837.0,52.0,905.0,1.83,31.9
1163,2023-03-09,2837.0,52.0,909.0,1.83,32.04
1164,2023-03-10,2839.0,52.0,919.0,1.83,32.37
1165,2023-03-11,2839.0,32.0,901.0,1.13,31.74
1166,2023-03-12,2839.0,24.0,855.0,0.85,30.12
1167,2023-03-13,2841.0,24.0,863.0,0.84,30.38
1168,2023-03-14,2845.0,26.0,872.0,0.91,30.65
1169,2023-03-15,2853.0,26.0,884.0,0.91,30.98
1170,2023-03-16,2855.0,28.0,881.0,0.98,30.86
1171,2023-03-17,2857.0,30.0,879.0,1.05,30.77
1172,2023-03-18,2857.0,23.0,865.0,0.81,30.28
1173,2023-03-19,2857.0,23.0,837.0,0.81,29.3
1174,2023-03-20,2862.0,24.0,828.0,0.84,28.93
1175,2023-03-21,2864.0,23.0,843.0,0.8,29.43
1176,2023-03-22,2864.0,22.0,860.0,0.77,30.03
1177,2023-03-23,2865.0,22.0,931.0,0.77,32.5
1178,2023-03-24,2865.0,23.0,916.0,0.8,31.97
1179,2023-03-25,2865.0,20.0,916.0,0.7,31.97
1180,2023-03-26,2865.0,20.0,906.0,0.7,31.62
1181,2023-03-27,2865.0,20.0,908.0,0.7,31.69
1182,2023-03-28,2865.0,20.0,896.0,0.7,31.27
1183,2023-03-29,2865.0,18.0,893.0,0.63,31.17
1184,2023-03-30,2865.0,16.0,891.0,0.56,31.1
1185,2023-03-31,2865.0,16.0,844.0,0.56,29.46
1186,2023-04-01,2865.0,25.0,837.0,0.87,29.21
1187,2023-04-02,2865.0,25.0,844.0,0.87,29.46
1188,2023-04-03,2865.0,26.0,861.0,0.91,30.05
1189,2023-04-04,2865.0,29.0,871.0,1.01,30.4
1190,2023-04-05,2865.0,30.0,885.0,1.05,30.89
1191,2023-04-06,2865.0,31.0,901.0,1.08,31.45
1192,2023-04-07,2865.0,35.0,909.0,1.22,31.73
1193,2023-04-08,2865.0,28.0,913.0,0.98,31.87
1194,2023-04-09,2865.0,25.0,863.0,0.87,30.12
1195,2023-04-10,2865.0,23.0,838.0,0.8,29.25
1196,2023-04-11,2865.0,20.0,829.0,0.7,28.94
1197,2023-04-12,2865.0,19.0,820.0,0.66,28.62
1198,2023-04-13,2865.0,18.0,814.0,0.63,28.41
1199,2023-04-14,2865.0,18.0,782.0,0.63,27.29
1200,2023-04-15,2865.0,11.0,742.0,0.38,25.9
1201,2023-04-16,2865.0,10.0,695.0,0.35,24.26
1202,2023-04-17,2865.0,9.0,699.0,0.31,24.4
1203,2023-04-18,2865.0,10.0,692.0,0.35,24.15
1204,2023-04-19,2865.0,10.0,684.0,0.35,23.87
1205,2023-04-20,2865.0,11.0,696.0,0.38,24.29
1206,2023-04-21,2865.0,12.0,679.0,0.42,23.7
1207,2023-04-22,2865.0,10.0,693.0,0.35,24.19
1208,2023-04-23,2865.0,12.0,694.0,0.42,24.22
1209,2023-04-24,2865.0,12.0,693.0,0.42,24.19
1210,2023-04-25,2865.0,13.0,700.0,0.45,24.43
1211,2023-04-26,2865.0,14.0,705.0,0.49,24.61
1212,2023-04-27,2865.0,13.0,721.0,0.45,25.17
1213,2023-04-28,2865.0,18.0,718.0,0.63,25.06
1214,2023-04-29,2865.0,23.0,716.0,0.8,24.99
1215,2023-04-30,2865.0,19.0,622.0,0.66,21.71
1216,2023-05-01,2865.0,19.0,610.0,0.66,21.29
1217,2023-05-02,2865.0,21.0,610.0,0.73,21.29
1218,2023-05-03,2865.0,19.0,603.0,0.66,21.05
1219,2023-05-04,2865.0,18.0,616.0,0.63,21.5
1220,2023-05-05,2865.0,17.0,609.0,0.59,21.26
1221,2023-05-06,2865.0,14.0,591.0,0.49,20.63
1222,2023-05-07,2865.0,12.0,561.0,0.42,19.58
1223,2023-05-08,2865.0,12.0,550.0,0.42,19.2
1224,2023-05-09,2865.0,12.0,551.0,0.42,19.23
1225,2023-05-10,2865.0,12.0,562.0,0.42,19.62
1226,2023-05-11,2865.0,13.0,564.0,0.45,19.69
1227,2023-05-12,2865.0,17.0,560.0,0.59,19.55
1228,2023-05-13,2865.0,14.0,593.0,0.49,20.7
1229,2023-05-14,2865.0,14.0,586.0,0.49,20.45
1230,2023-05-15,2865.0,15.0,591.0,0.52,20.63
1231,2023-05-16,2865.0,17.0,601.0,0.59,20.98
1232,2023-05-17,2865.0,16.0,643.0,0.56,22.44
1233,2023-05-18,2865.0,19.0,685.0,0.66,23.91
1234,2023-05-19,2865.0,19.0,676.0,0.66,23.6
1235,2023-05-20,2865.0,22.0,679.0,0.77,23.7
1236,2023-05-21,2865.0,18.0,626.0,0.63,21.85
1237,2023-05-22,2865.0,18.0,617.0,0.63,21.54
1238,2023-05-23,2865.0,19.0,618.0,0.66,21.57
1239,2023-05-24,2865.0,20.0,642.0,0.7,22.41
1240,2023-05-25,2865.0,24.0,672.0,0.84,23.46
1241,2023-05-26,2865.0,25.0,683.0,0.87,23.84
1242,2023-05-27,2865.0,40.0,788.0,1.4,27.5
1243,2023-05-28,2865.0,40.0,781.0,1.4,27.26
1244,2023-05-29,2865.0,37.0,762.0,1.29,26.6
1245,2023-05-30,2865.0,35.0,753.0,1.22,26.28
1246,2023-05-31,2865.0,34.0,731.0,1.19,25.51
1247,2023-06-01,2865.0,34.0,756.0,1.19,26.39
1248,2023-06-02,2865.0,33.0,729.0,1.15,25.45
1249,2023-06-03,2865.0,28.0,698.0,0.98,24.36
1250,2023-06-04,2865.0,26.0,681.0,0.91,23.77
1251,2023-06-05,2865.0,28.0,670.0,0.98,23.39
1252,2023-06-06,2865.0,27.0,669.0,0.94,23.35
1253,2023-06-07,2865.0,27.0,679.0,0.94,23.7
1254,2023-06-08,2865.0,28.0,690.0,0.98,24.08
1255,2023-06-09,2865.0,30.0,682.0,1.05,23.8
1256,2023-06-10,2865.0,40.0,729.0,1.4,25.45
1257,2023-06-11,2865.0,41.0,703.0,1.43,24.54
1258,2023-06-12,2865.0,40.0,706.0,1.4,24.64
1259,2023-06-13,2865.0,43.0,707.0,1.5,24.68
1260,2023-06-14,2865.0,43.0,724.0,1.5,25.27
1261,2023-06-15,2865.0,46.0,737.0,1.61,25.72
1262,2023-06-16,2865.0,42.0,722.0,1.47,25.2
1263,2023-06-17,2865.0,54.0,773.0,1.88,26.98
1264,2023-06-18,2865.0,51.0,770.0,1.78,26.88
1265,2023-06-19,2865.0,51.0,768.0,1.78,26.81
1266,2023-06-20,2865.0,53.0,773.0,1.85,26.98
1267,2023-06-21,2865.0,54.0,772.0,1.88,26.95
1268,2023-06-22,2865.0,55.0,781.0,1.92,27.26
1269,2023-06-23,2865.0,57.0,775.0,1.99,27.05
1270,2023-06-24,2865.0,70.0,856.0,2.44,29.88
1271,2023-06-25,2865.0,68.0,833.0,2.37,29.08
1272,2023-06-26,2865.0,68.0,828.0,2.37,28.9
1273,2023-06-27,2865.0,68.0,824.0,2.37,28.76
1274,2023-06-28,2865.0,69.0,830.0,2.41,28.97
1275,2023-06-29,2865.0,69.0,830.0,2.41,28.97
1276,2023-06-30,2865.0,71.0,746.0,2.48,26.04
1277,2023-07-01,2865.0,82.0,855.0,2.86,29.84
1278,2023-07-02,2865.0,83.0,854.0,2.9,29.81
1279,2023-07-03,2865.0,82.0,855.0,2.86,29.84
1280,2023-07-04,2865.0,86.0,862.0,3.0,30.09
1281,2023-07-05,2865.0,88.0,858.0,3.07,29.95
1282,2023-07-06,2865.0,90.0,861.0,3.14,30.05
1283,2023-07-07,2865.0,87.0,808.0,3.04,28.2
1284,2023-07-08,2865.0,93.0,886.0,3.25,30.92
1285,2023-07-09,2865.0,96.0,894.0,3.35,31.2
1286,2023-07-10,2865.0,94.0,887.0,3.28,30.96
1287,2023-07-11,2865.0,92.0,886.0,3.21,30.92
1288,2023-07-12,2865.0,92.0,883.0,3.21,30.82
1289,2023-07-13,2865.0,90.0,882.0,3.14,30.79
1290,2023-07-14,2865.0,91.0,845.0,3.18,29.49
1291,2023-07-15,2865.0,94.0,929.0,3.28,32.43
1292,2023-07-16,2865.0,95.0,932.0,3.32,32.53
1293,2023-07-17,2865.0,97.0,932.0,3.39,32.53
1294,2023-07-18,2865.0,97.0,925.0,3.39,32.29
1295,2023-07-19,2865.0,96.0,918.0,3.35,32.04
1296,2023-07-20,2865.0,95.0,915.0,3.32,31.94
1297,2023-07-21,2865.0,94.0,875.0,3.28,30.54
1298,2023-07-22,2865.0,124.0,968.0,4.33,33.79
1299,2023-07-23,2865.0,121.0,966.0,4.22,33.72
1300,2023-07-24,2865.0,122.0,974.0,4.26,34.0
1301,2023-07-25,2865.0,121.0,986.0,4.22,34.42
1302,2023-07-26,2865.0,121.0,985.0,4.22,34.38
1303,2023-07-27,2865.0,121.0,979.0,4.22,34.17
1304,2023-07-28,2865.0,120.0,941.0,4.19,32.84
1305,2023-07-29,2865.0,130.0,989.0,4.54,34.52
1306,2023-07-30,2865.0,134.0,995.0,4.68,34.73
1307,2023-07-31,2865.0,134.0,967.0,4.68,33.75
1308,2023-08-01,2865.0,134.0,1005.0,4.68,35.08
1309,2023-08-02,2865.0,135.0,1010.0,4.71,35.25
1310,2023-08-03,2865.0,134.0,1013.0,4.68,35.36
1311,2023-08-04,2865.0,134.0,983.0,4.68,34.31
1312,2023-08-05,2865.0,142.0,1025.0,4.96,35.78
1313,2023-08-06,2865.0,144.0,1040.0,5.03,36.3
1314,2023-08-07,2865.0,143.0,1036.0,4.99,36.16
1315,2023-08-08,2865.0,143.0,1037.0,4.99,36.2
1316,2023-08-09,2865.0,143.0,1037.0,4.99,36.2
1317,2023-08-10,2865.0,143.0,1036.0,4.99,36.16
1318,2023-08-11,2865.0,142.0,984.0,4.96,34.35
1319,2023-08-12,2865.0,131.0,982.0,4.57,34.28
1320,2023-08-13,2865.0,126.0,987.0,4.4,34.45
1321,2023-08-14,2865.0,128.0,983.0,4.47,34.31
1322,2023-08-15,2865.0,128.0,982.0,4.47,34.28
1323,2023-08-16,2865.0,126.0,981.0,4.4,34.24
1324,2023-08-17,2865.0,126.0,980.0,4.4,34.21
1325,2023-08-18,2865.0,126.0,922.0,4.4,32.18
1326,2023-08-19,2865.0,93.0,837.0,3.25,29.21
1327,2023-08-20,2865.0,89.0,819.0,3.11,28.59
1328,2023-08-21,2865.0,88.0,818.0,3.07,28.55
1329,2023-08-22,2865.0,89.0,817.0,3.11,28.52
1330,2023-08-23,2865.0,89.0,821.0,3.11,28.66
